ibge_id;size
2901205;1900
2901304;1590
2901353;1362
2901403;1530
2901502;188
2901601;320
2901700;294
2901809;345
2901908;479
2901957;151
2902005;1490
2902054;475
2902104;1496
2902203;369
2902252;436
2902302;174
2902401;445
2902500;3321
2902609;968
2902658;410
2902708;11428
2902807;1657
2902906;766
2903003;1587
2903102;214
2903201;8051
2903235;415
2903276;207
2903300;202
2903409;1939
2903508;773
2903607;554
2903706;850
2903805;2972
2903904;4116
2903953;468
2904001;897
2904050;791
2904100;1426
2904209;628
2904308;519
2904407;2247
2904506;2370
2904605;2208
2904704;219
2904753;4047
2904803;512
2904852;222
2904902;395
2905008;611
2905107;541
2905156;767
2905206;2652
2905305;644
2905404;449
2905503;458
2905602;585
2905701;785
2905800;840
2905909;2915
2906006;7162
2906105;460
2906204;580
2906303;1334
2906402;448
2906501;252
2906600;434
2906709;1170
2906808;1352
2906824;3565
2906857;630
2906873;465
2906899;806
2906907;2378
2907004;293
2907103;2526
2907202;9647
2907301;714
2907400;703
2907509;427
2907558;716
2907608;567
2907707;3005
2907806;820
2907905;168
2908002;275
2908101;10141
2908200;165
2908309;285
2908408;1015
2908507;115
2908606;931
2908705;1348
2908804;977
2908903;378
2909000;524
2909109;2663
2909208;797
2909307;11504
2909406;4283
2909505;183
2909604;637
2909703;1053
2909802;139
2909901;5951
2910008;414
2910057;184
2910107;690
2910206;95
2910305;179
2910404;1890
2910503;1188
2910602;1299
2910701;2025
2910727;1426
2910750;364
2910776;1176
2910800;1304
2910859;580
2910909;172
2911006;321
2911105;15634
2911204;230
2911253;385
2911303;3818
2911402;1567
2911501;202
2911600;107
2911659;873
2911709;1272
2911808;2189
2911857;313
2911907;2342
2912004;483
2912103;231
2912202;817
2912301;1139
2912400;1382
2912509;954
2912608;698
2912707;473
2912806;771
2912905;318
2913002;1834
2913101;573
2913200;1740
2913309;138
2913408;837
2913457;591
2913507;860
2913606;1589
2913705;1082
2913804;373
2913903;280
2914000;3105
2914109;1056
2914208;459
2914307;1708
2914406;992
2914505;268
2914604;319
2914653;925
2914703;2386
2914802;401
2914901;726
2915007;1332
2915106;311
2915205;811
2915304;877
2915353;4310
2915403;1225
2915502;271
2915601;2361
2915700;143
2915809;1535
2915908;534
2916005;1394
2916104;121
2916203;453
2916302;1013
2916401;1651
2916500;1558
2916609;421
2916708;344
2916807;1674
2916856;548
2916906;322
2917003;1651
2917102;314
2917201;1199
2917300;415
2917334;1525
2917359;9955
2917409;1332
2917508;2193
2917607;925
2917706;2466
2917805;863
2917904;641
2918001;2969
2918100;4267
2918209;239
2918308;262
2918357;913
2918407;6721
2918456;1458
2918506;1355
2918555;329
2918605;590
2918704;498
2918753;912
2918803;450
2918902;624
2919009;847
2919058;383
2919108;189
2919157;643
2919207;58
2919306;1283
2919405;857
2919504;1953
2919553;4036
2919603;701
2919702;1210
2919801;2459
2919900;2546
2919926;32
2919959;615
2920007;588
2920106;907
2920205;1979
2920304;551
2920403;2202
2920452;3130
2920502;2413
2920601;438
2920700;849
2920809;1099
2920908;743
2921005;605
2921054;773
2921104;1312
2921203;1600
2921302;420
2921401;1752
2921450;1173
2921500;3034
2921609;2094
2921708;5745
2921807;528
2921906;2462
2922003;1788
2922052;647
2922102;1492
2922201;105
2922250;3852
2922300;86
2922409;276
2922508;279
2922607;389
2922656;465
2922706;805
2922730;347
2922755;203
2922805;475
2922854;565
2922904;967
2923001;1316
2923035;628
2923050;278
2923100;637
2923209;3313
2923308;157
2923357;1545
2923407;2560
2923506;737
2923605;1087
2923704;2625
2923803;442
2923902;626
2924009;1544
2924058;597
2924108;158
2924207;890
2924306;1826
2924405;11598
2924504;628
2924603;496
2924652;647
2924678;193
2924702;512
2924801;980
2924900;955
2925006;769
2925105;937
2925204;315
2925253;530
2925303;2286
2925402;1112
2925501;1692
2925600;232
2925709;1209
2925758;442
2925808;2011
2925907;1381
2925931;366
2925956;1091
2926004;4574
2926103;242
2926202;5978
2926301;1155
2926400;3184
2926509;644
2926608;1252
2926657;1364
2926707;1115
2926806;778
2926905;656
2927002;740
2927101;2207
2927200;1992
2927309;151
2927408;693
2927507;347
2927606;934
2927705;1463
2927804;284
2927903;379
2928000;1623
2928059;824
2928109;1985
2928208;1909
2928307;223
2928406;6030
2928505;719
2928604;495
2928703;262
2928802;360
2928901;15157
2928950;290
2929008;103
2929057;1752
2929107;222
2929206;270
2929255;1146
2929305;295
2929354;128
2929370;362
2929404;231
2929503;537
2929602;131
2929701;949
2929750;166
2929800;509
2929909;2402
2930006;1985
2930105;789
2930154;2341
2930204;11980
2930303;1592
2930402;595
2930501;583
2930600;322
2930709;201
2930758;1628
2930766;684
2930774;1356
2930808;1027
2930907;1437
2931004;1278
2931053;730
2931103;244
2931202;454
2931301;715
2931350;1166
2931400;245
2931509;352
2931608;290
2931707;193
2931806;2010
2931905;2198
2932002;3060
2932101;659
2932200;181
2932309;178
2932408;545
2932457;1776
2932507;1127
2932606;902
2932705;510
2932804;634
2932903;1124
2933000;395
2933059;468
2933109;206
2933158;1226
2933174;221
2933208;298
2933257;782
2933307;3254
2933406;522
2933455;2921
2933505;655
2933604;5080
3100104;881
3100203;1817
3100302;471
3100401;102
3100500;815
3100609;1320
3100708;492
3100807;232
3100906;820
3101003;1257
3101102;1349
3101201;650
3101300;161
3101409;58
3101508;510
3101607;850
3101631;131
3101706;2294
3101805;167
3101904;461
3102001;362
3102050;104
3102100;518
3102209;278
3102308;599
3102407;374
3102506;136
3102605;469
3102704;696
3102803;1005
3102852;185
3102902;530
3103009;787
3103108;84
3103207;188
3103306;107
3103405;2236
3103504;2730
3103603;89
3103702;304
3103751;296
3103801;174
3103900;246
3104007;1164
3104106;163
3104205;510
3104304;283
3104403;159
3104452;243
3104502;5279
3104601;159
3104700;1837
3104809;1255
3104908;751
3105004;556
3105103;1456
3105202;484
3105301;47
3105400;340
3105509;198
3105608;759
3105707;384
3105905;82
3106002;109
3106101;393
3106200;331
3106309;335
3106408;366
3106507;587
3106606;428
3106655;489
3106705;344
3106804;284
3106903;140
3107000;459
3107109;861
3107208;504
3107307;3207
3107406;1214
3107505;412
3107604;208
3107703;196
3107802;592
3107901;230
3108008;705
3108107;302
3108206;1850
3108255;3936
3108305;301
3108404;334
3108503;1569
3108552;2510
3108602;1399
3108701;223
3108800;378
3108909;368
3109006;639
3109105;356
3109204;1600
3109253;161
3109303;5225
3109402;7218
3109451;1031
3109501;368
3109600;61
3109709;304
3109808;201
3109907;156
3110004;543
3110103;106
3110202;83
3110301;711
3110400;223
3110509;529
3110608;245
3110707;246
3110806;442
3110905;336
3111002;578
3111101;3651
3111150;506
3111200;528
3111309;275
3111408;1264
3111507;711
3111606;770
3111705;175
3111804;845
3111903;213
3112000;721
3112059;142
3112109;131
3112208;111
3112307;965
3112406;298
3112505;95
3112604;621
3112653;279
3112703;972
3112802;522
3112901;188
3113008;1242
3113107;160
3113206;487
3113305;353
3113404;1258
3113503;1456
3113602;181
3113701;3203
3113800;259
3113909;506
3114006;357
3114105;322
3114204;456
3114303;1308
3114402;1066
3114501;400
3114550;2063
3114600;728
3114709;81
3114808;282
3114907;158
3115003;367
3115102;666
3115201;273
3115300;492
3115359;240
3115409;142
3115458;419
3115474;288
3115508;100
3115607;283
3115706;204
3115805;322
3115904;153
3116001;213
3116100;831
3116159;3255
3116209;253
3116308;153
3116407;228
3116506;720
3116605;631
3116704;107
3116803;348
3116902;1041
3117009;655
3117108;353
3117207;102
3117306;1340
3117405;254
3117504;1720
3117603;250
3117702;370
3117801;180
3117836;1610
3117876;42
3117900;205
3118007;304
3118106;406
3118205;618
3118304;370
3118403;1484
3118502;89
3118601;195
3118700;296
3118809;2225
3118908;824
3119005;180
3119104;2525
3119203;576
3119302;3313
3119401;221
3119500;815
3119609;132
3119708;141
3119807;657
3119906;124
3119955;101
3120003;205
3120102;486
3120151;966
3120201;628
3120300;841
3120409;133
3120508;311
3120607;167
3120706;187
3120805;522
3120839;227
3120870;571
3120904;3296
3121001;310
3121100;408
3121209;1378
3121258;103
3121308;213
3121407;377
3121506;142
3121605;3892
3121704;165
3121803;339
3121902;117
3122009;338
3122108;342
3122207;133
3122306;708
3122355;118
3122405;217
3122454;573
3122470;817
3122504;60
3122603;399
3122702;195
3122801;114
3122900;70
3123007;125
3123106;382
3123205;1111
3123304;231
3123403;153
3123502;313
3123528;217
3123601;500
3123700;187
3123809;608
3123858;85
3123908;457
3124005;357
3124104;910
3124203;318
3124302;1869
3124401;264
3124500;244
3124609;131
3124708;636
3124807;822
3124906;309
3125002;104
3125101;245
3125200;86
3125309;165
3125408;358
3125507;314
3125606;596
3125705;1555
3125804;152
3125903;1089
3125952;358
3126000;194
3126109;1502
3126208;3686
3126307;219
3126406;199
3126505;461
3126604;1576
3126703;2747
3126752;717
3126802;627
3126901;470
3126950;167
3127008;200
3127057;321
3127073;763
3127107;2427
3127206;200
3127305;720
3127339;1733
3127354;146
3127370;112
3127388;152
3127404;187
3127503;209
3127602;867
3127701;2342
3127800;3885
3127909;193
3128006;1075
3128105;934
3128204;349
3128253;390
3128303;295
3128402;264
3128501;89
3128600;2070
3128709;286
3128808;158
3128907;367
3129004;294
3129103;1849
3129202;154
3129301;341
3129400;346
3129509;2704
3129608;875
3129657;353
3129707;562
3129806;72
3129905;68
3130002;153
3130051;626
3130101;111
3130200;218
3130309;628
3130408;105
3130507;376
3130556;197
3130606;150
3130655;1004
3130705;830
3130804;306
3130903;858
3131000;245
3131109;527
3131158;113
3131208;457
3131307;165
3131406;466
3131505;298
3131604;356
3131703;1254
3131802;209
3131901;544
3132008;1788
3132107;1225
3132206;410
3132305;481
3132404;295
3132503;2736
3132602;95
3132701;1419
3132800;380
3132909;244
3133006;432
3133105;143
3133204;489
3133303;679
3133402;1802
3133501;1041
3133600;177
3133709;295
3133758;153
3133808;496
3133907;284
3134004;1650
3134103;453
3134202;2598
3134301;235
3134400;1405
3134509;372
3134608;1115
3134707;1394
3134806;409
3134905;348
3135001;164
3135050;2635
3135076;517
3135100;2181
3135209;6662
3135308;172
3135357;375
3135407;236
3135456;284
3135506;548
3135605;1268
3135704;445
3135803;3514
3135902;154
3136009;1664
3136108;233
3136207;99
3136306;10727
3136405;791
3136504;547
3136520;381
3136553;181
3136579;541
3136603;172
3136652;97
3136702;1436
3136801;432
3136900;220
3136959;1065
3137007;866
3137106;1475
3137205;440
3137304;601
3137403;477
3137502;841
3137536;1236
3137601;229
3137700;432
3137809;213
3137908;119
3138005;205
3138104;3204
3138203;565
3138302;352
3138351;280
3138401;943
3138500;401
3138609;849
3138625;1319
3138658;259
3138674;145
3138682;412
3138708;500
3138807;1172
3138906;332
3139003;586
3139102;493
3139201;728
3139250;284
3139300;1950
3139409;628
3139508;183
3139607;685
3139706;262
3139805;372
3139904;203
3140001;1194
3140100;159
3140159;35
3140209;77
3140308;546
3140407;108
3140506;1058
3140530;113
3140555;228
3140605;281
3140704;301
3140803;157
3140852;1941
3140902;267
3141009;472
3141108;252
3141207;261
3141306;946
3141405;1436
3141504;306
3141603;348
3141702;275
3141801;1812
3141900;220
3142007;723
3142106;302
3142205;321
3142254;602
3142304;155
3142403;203
3142502;651
3142601;217
3142700;1504
3142809;2596
3142908;1001
3143005;421
3143104;1343
3143153;386
3143203;595
3143302;3590
3143401;292
3143450;1130
3143500;2084
3143609;415
3143708;478
3143807;192
3143906;842
3144003;1251
3144102;410
3144201;233
3144300;1518
3144359;127
3144375;469
3144409;189
3144508;341
3144607;583
3144656;1108
3144672;147
3144706;362
3144805;429
3144904;376
3145000;1111
3145059;121
3145109;390
3145208;282
3145307;1703
3145356;755
3145372;272
3145406;178
3145455;2092
3145505;55
3145604;897
3145703;111
3145802;247
3145851;89
3145877;122
3145901;259
3146008;534
3146107;1246
3146206;175
3146255;446
3146305;544
3146404;637
3146503;422
3146552;840
3146602;58
3146701;316
3146750;433
3146909;554
3147006;8230
3147105;551
3147204;424
3147303;331
3147402;626
3147501;94
3147600;277
3147709;429
3147808;247
3147907;1338
3147956;444
3148004;3190
3148103;2874
3148202;108
3148301;268
3148400;221
3148509;601
3148608;997
3148707;1595
3148756;174
3148806;173
3148905;348
3149002;70
3149101;218
3149150;1526
3149200;358
3149309;293
3149408;113
3149507;91
3149606;204
3149705;249
3149804;2451
3149903;271
3149952;229
3150000;317
3150109;192
3150158;109
3150208;84
3150307;323
3150406;260
3150505;415
3150539;67
3150570;1229
3150604;280
3150703;338
3150802;659
3150901;204
3151008;125
3151107;191
3151206;550
3151305;144
3151404;570
3151503;902
3151602;318
3151701;474
3151800;547
3151909;691
3152006;2551
3152105;471
3152131;603
3152170;1212
3152204;1750
3152303;285
3152402;625
3152501;543
3152600;263
3152709;264
3152808;4848
3152907;216
3153004;622
3153103;237
3153202;696
3153301;189
3153400;3504
3153509;152
3153608;124
3153707;556
3153806;154
3153905;72
3154002;763
3154101;234
3154150;152
3154200;618
3154309;1082
3154408;183
3154457;1719
3154507;1316
3154606;155
3154705;49
3154804;228
3154903;384
3155009;112
3155108;480
3155207;239
3155306;232
3155405;209
3155504;1352
3155603;3118
3155702;373
3155801;252
3155900;348
3156007;987
3156106;405
3156205;79
3156304;73
3156403;408
3156452;111
3156502;1110
3156601;965
3156700;302
3156809;920
3156908;3073
3157005;1862
3157104;938
3157203;685
3157252;107
3157278;418
3157302;195
3157336;4
3157377;590
3157401;259
3157500;132
3157609;2917
3157658;276
3157708;724
3157807;235
3157906;256
3158003;597
3158102;441
3158201;624
3158300;172
3158409;161
3158508;1256
3158607;183
3158706;203
3158805;106
3158904;347
3158953;276
3159001;677
3159100;197
3159209;503
3159308;421
3159357;68
3159407;324
3159506;485
3159605;353
3159704;284
3159803;3001
3159902;489
3160009;202
3160108;130
3160207;306
3160306;504
3160405;1126
3160454;796
3160504;107
3160603;431
3160702;637
3160801;80
3160900;110
3160959;61
3161007;744
3161056;163
3161106;3308
3161205;317
3161304;1129
3161403;165
3161502;186
3161601;152
3161650;281
3161700;2693
3161809;266
3161908;364
3162005;517
3162104;866
3162203;548
3162252;998
3162302;121
3162401;1851
3162450;678
3162500;1452
3162559;143
3162575;138
3162609;120
3162658;416
3162708;1926
3162807;478
3162906;407
3162922;72
3162948;308
3162955;48
3163003;214
3163102;206
3163201;89
3163300;329
3163409;190
3163508;345
3163607;55
3163706;58
3163805;152
3163904;261
3164001;403
3164100;308
3164209;2434
3164308;2099
3164407;167
3164431;74
3164472;81
3164506;518
3164605;408
3164704;815
3164803;128
3164902;91
3165008;572
3165107;278
3165206;370
3165305;393
3165404;285
3165503;142
3165537;62
3165552;535
3165560;177
3165578;151
3165602;98
3165701;166
3165800;94
3165909;952
3166006;171
3166105;381
3166204;238
3166303;166
3166402;115
3166501;219
3166600;336
3166709;214
3166808;1295
3166907;209
3166956;552
3167004;213
3167103;1218
3167202;537
3167301;157
3167400;312
3167509;136
3167608;487
3167707;207
3167806;197
3167905;211
3168002;1220
3168051;193
3168101;1179
3168200;408
3168309;329
3168408;732
3168507;167
3168606;3242
3168705;144
3168804;83
3168903;2092
3169000;174
3169059;115
3169109;137
3169208;285
3169307;828
3169356;2678
3169406;690
3169505;500
3169604;1824
3169703;1153
3169802;221
3169901;407
3170008;821
3170057;189
3170107;4524
3170206;4115
3170305;406
3170404;8448
3170438;1147
3170479;598
3170503;139
3170529;2077
3170578;117
3170602;410
3170651;492
3170701;395
3170750;652
3170800;2220
3170909;815
3171006;1913
3171030;1571
3171071;632
3171105;1032
3171154;115
3171204;71
3171303;299
3171402;113
3171501;172
3171600;869
3171709;327
3171808;440
3171907;281
3172004;243
3172103;206
3172202;102
3200102;941
3200136;454
3200169;474
3200201;757
3200300;616
3200359;228
3200409;410
3200508;194
3200607;1420
3200706;233
3200805;909
3200904;945
3201001;429
3201100;89
3201159;354
3201209;865
3201308;280
3201407;664
3201506;1398
3201605;1183
3201704;370
3201803;174
3201902;1229
3202009;159
3202108;2285
3202207;287
3202256;360
3202306;468
3202405;590
3202454;240
3202504;201
3202553;331
3202603;204
3202652;185
3202702;535
3202801;551
3202900;295
3203007;461
3203056;660
3203106;177
3203130;285
3203163;458
3203205;3496
3203304;321
3203320;130
3203346;285
3203353;328
3203403;869
3203502;1099
3203601;541
3203700;679
3203809;327
3203908;1440
3204005;838
3204054;433
3204104;973
3204203;74
3204252;360
3204302;595
3204351;642
3204401;204
3204500;718
3204559;735
3204609;683
3204658;299
3204708;435
3204807;273
3204906;2346
3204955;342
3205002;548
3205010;587
3205036;418
3205069;186
3205101;312
3205150;433
3205176;470
3205200;210
3205309;97
3300100;813
3300159;95
3300209;638
3300225;111
3300233;71
3300258;152
3300308;585
3300407;547
3300456;79
3300506;382
3300605;597
3300704;414
3300803;955
3300902;558
3300936;305
3300951;109
3301009;4032
3301108;747
3301157;523
3301207;306
3301306;463
3301405;338
3301504;113
3301603;380
3301702;467
3301801;139
3301850;358
3301876;51
3301900;430
3302007;283
3302056;291
3302106;433
3302205;1107
3302254;241
3302270;82
3302304;254
3302403;1217
3302452;78
3302502;391
3302601;368
3302700;362
3302809;95
3302858;41
3302908;288
3303005;303
3303104;387
3303203;19
3303302;134
3303401;935
3303500;521
3303609;191
3303708;571
3303807;924
3303856;314
3303906;791
3303955;82
3304003;490
3304102;292
3304110;51
3304128;285
3304144;76
3304151;720
3304201;1099
3304300;459
3304409;847
3304508;479
3304524;228
3304557;1200
3304607;811
3304706;604
3304755;1118
3304805;1035
3304904;248
3305000;452
3305109;35
3305133;250
3305158;220
3305208;332
3305307;397
3305406;541
3305505;352
3305554;265
3305604;938
3305703;413
3305752;143
3305802;773
3305901;591
3306008;323
3306107;1301
3306156;202
3306206;536
3306305;182
3500105;412
3500204;211
3500303;475
3500402;143
3500501;60
3500550;404
3500600;4
3500709;967
3500758;160
3500808;119
3500907;313
3501004;929
3501103;319
3501152;84
3501202;362
3501301;348
3501400;154
3501509;85
3501608;134
3501707;123
3501806;253
3501905;445
3502002;326
3502101;964
3502200;1027
3502309;737
3502408;321
3502507;121
3502606;179
3502705;974
3502754;145
3502804;1167
3502903;255
3503000;203
3503109;286
3503158;157
3503208;1004
3503307;645
3503356;265
3503406;506
3503505;305
3503604;86
3503703;133
3503802;178
3503901;96
3503950;69
3504008;461
3504107;479
3504206;434
3504305;541
3504404;338
3504503;1213
3504602;110
3504701;92
3504800;150
3504909;616
3505005;153
3505104;205
3505203;444
3505302;150
3505351;406
3505401;1008
3505500;1566
3505609;146
3505708;66
3505807;171
3505906;850
3506003;668
3506102;683
3506201;302
3506300;244
3506359;492
3506409;158
3506508;530
3506607;317
3506706;691
3506805;364
3506904;654
3507001;249
3507100;108
3507159;134
3507209;119
3507308;122
3507407;552
3507456;348
3507506;1483
3507605;513
3507704;195
3507753;106
3507803;278
3507902;1101
3508009;1196
3508108;327
3508207;266
3508306;240
3508405;260
3508504;369
3508603;288
3508702;468
3508801;920
3508900;253
3509007;98
3509106;551
3509205;131
3509254;454
3509304;177
3509403;660
3509452;184
3509502;795
3509601;79
3509700;290
3509809;484
3509908;1237
3509957;53
3510005;596
3510104;71
3510153;57
3510203;1640
3510302;170
3510401;323
3510500;485
3510609;35
3510708;639
3510807;864
3510906;192
3511003;1065
3511102;291
3511201;148
3511300;198
3511409;512
3511508;128
3511607;190
3511706;176
3511904;169
3512001;422
3512100;729
3512209;183
3512308;466
3512407;138
3512506;247
3512605;304
3512704;279
3512803;155
3512902;442
3513009;324
3513108;311
3513207;385
3513306;149
3513405;306
3513504;143
3513603;1407
3513702;754
3513801;31
3513850;88
3513900;224
3514007;150
3514106;633
3514205;78
3514304;206
3514403;488
3514502;265
3514601;111
3514700;515
3514809;1654
3514908;202
3514924;94
3514957;83
3515004;70
3515103;156
3515129;225
3515152;110
3515186;389
3515194;194
3515202;296
3515301;265
3515350;574
3515400;429
3515509;550
3515608;170
3515657;101
3515707;30
3515806;225
3515905;204
3516002;524
3516101;226
3516200;606
3516309;49
3516408;133
3516507;139
3516606;356
3516705;556
3516804;181
3516853;244
3516903;494
3517000;677
3517109;273
3517208;277
3517307;218
3517406;1258
3517505;325
3517604;408
3517703;362
3517802;569
3517901;642
3518008;86
3518107;462
3518206;956
3518305;271
3518404;753
3518503;568
3518602;270
3518701;145
3518800;319
3518859;414
3518909;252
3519006;364
3519055;66
3519071;62
3519105;547
3519204;322
3519253;401
3519303;291
3519402;272
3519501;228
3519600;689
3519709;1058
3519808;362
3519907;595
3520004;98
3520103;468
3520202;293
3520301;1979
3520400;346
3520426;197
3520442;653
3520509;312
3520608;129
3520707;280
3520806;87
3520905;210
3521002;170
3521101;190
3521150;136
3521200;1152
3521309;466
3521408;115
3521507;258
3521606;214
3521705;1100
3521804;1093
3521903;502
3522000;230
3522109;602
3522158;183
3522208;151
3522307;1789
3522406;1826
3522505;83
3522604;518
3522653;406
3522703;997
3522802;508
3522901;140
3523008;302
3523107;83
3523206;1004
3523305;274
3523404;322
3523503;980
3523602;565
3523701;161
3523800;139
3523909;641
3524006;201
3524105;705
3524204;273
3524303;707
3524402;464
3524501;145
3524600;704
3524709;141
3524808;369
3524907;184
3525003;17
3525102;502
3525201;208
3525300;687
3525409;142
3525508;374
3525607;415
3525706;860
3525805;128
3525854;57
3525904;431
3526001;583
3526100;813
3526209;522
3526308;255
3526407;384
3526506;538
3526605;167
3526704;403
3526803;810
3526902;581
3527009;49
3527108;570
3527207;414
3527256;114
3527306;55
3527405;315
3527504;190
3527603;598
3527702;167
3527801;155
3527900;475
3528007;225
3528106;248
3528205;328
3528304;312
3528403;210
3528502;321
3528601;229
3528700;920
3528809;533
3528858;111
3528908;187
3529005;1171
3529104;78
3529203;1254
3529302;525
3529401;62
3529500;195
3529609;228
3529658;149
3529708;821
3529807;213
3529906;1001
3530003;217
3530102;918
3530201;1239
3530300;243
3530409;166
3530508;855
3530607;713
3530706;813
3530805;498
3530904;134
3531001;104
3531100;143
3531209;110
3531308;347
3531407;496
3531506;263
3531605;234
3531704;333
3531803;241
3531902;1388
3532009;147
3532058;229
3532108;251
3532157;287
3532207;357
3532306;833
3532405;326
3532504;219
3532603;436
3532702;138
3532801;218
3532827;385
3532843;124
3532868;183
3532900;160
3533007;532
3533106;34
3533205;265
3533254;118
3533304;74
3533403;74
3533502;932
3533601;348
3533700;301
3533809;199
3533908;803
3534005;243
3534104;219
3534203;247
3534302;292
3534401;65
3534500;222
3534609;248
3534708;296
3534757;289
3534807;267
3534906;339
3535002;698
3535101;82
3535200;319
3535309;548
3535408;356
3535507;1001
3535606;810
3535705;155
3535804;1019
3535903;140
3536000;367
3536109;210
3536208;359
3536257;85
3536307;603
3536406;374
3536505;139
3536570;256
3536604;738
3536703;727
3536802;159
3536901;260
3537008;713
3537107;109
3537156;152
3537206;670
3537305;711
3537404;974
3537503;223
3537602;326
3537701;232
3537800;747
3537909;681
3538006;730
3538105;185
3538204;155
3538303;483
3538501;176
3538600;386
3538709;1378
3538808;505
3538907;824
3539004;216
3539103;108
3539202;478
3539301;727
