ibge_id;size
3539400;402
3539509;431
3539608;290
3539707;327
3539806;17
3539905;135
3540002;785
3540101;183
3540200;356
3540259;210
3540309;218
3540408;316
3540507;266
3540606;557
3540705;245
3540754;44
3540804;342
3540853;63
3540903;167
3541000;149
3541059;175
3541109;287
3541208;749
3541307;1260
3541406;561
3541505;755
3541604;779
3541653;206
3541703;651
3541802;235
3541901;249
3542008;319
3542107;122
3542206;1587
3542305;309
3542404;263
3542503;410
3542602;722
3542701;246
3542800;336
3542909;472
3543006;698
3543105;148
3543204;203
3543238;196
3543253;333
3543303;99
3543402;651
3543501;386
3543600;163
3543709;317
3543808;358
3543907;498
3544004;227
3544103;36
3544202;632
3544251;744
3544301;131
3544400;236
3544509;243
3544608;305
3544707;148
3544806;309
3544905;306
3545001;425
3545100;173
3545159;100
3545209;133
3545308;281
3545407;188
3545506;456
3545605;330
3545704;273
3545803;271
3546009;272
3546108;183
3546207;150
3546256;148
3546306;295
3546405;1115
3546504;134
3546603;207
3546702;98
3546801;363
3546900;154
3547007;253
3547106;167
3547205;130
3547304;180
3547403;210
3547502;754
3547601;289
3547650;79
3547700;553
3547809;176
3547908;310
3548005;154
3548054;1308
3548104;110
3548203;133
3548302;94
3548401;128
3548500;281
3548609;253
3548708;410
3548807;15
3548906;1137
3549003;76
3549102;516
3549201;129
3549250;178
3549300;118
3549409;411
3549508;277
3549607;571
3549706;420
3549805;432
3549904;1099
3549953;186
3550001;617
3550100;651
3550209;930
3550308;1521
3550407;611
3550506;731
3550605;307
3550704;402
3550803;252
3550902;617
3551009;148
3551108;353
3551207;142
3551306;168
3551405;283
3551504;126
3551603;204
3551702;403
3551801;1063
3551900;140
3552007;415
3552106;449
3552205;450
3552304;595
3552403;153
3552502;206
3552551;331
3552601;346
3552700;369
3552809;20
3552908;607
3553005;145
3553104;107
3553203;132
3553302;562
3553401;747
3553500;755
3553609;222
3553658;54
3553708;594
3553807;449
3553856;232
3553906;201
3553955;303
3554003;524
3554102;625
3554201;296
3554300;1556
3554409;222
3554508;404
3554607;197
3554656;71
3554706;315
3554755;63
3554805;191
3554904;152
3554953;127
3555000;628
3555109;245
3555208;153
3555307;148
3555356;210
3555406;708
3555505;282
3555604;252
3555703;79
3555802;209
3555901;147
3556008;324
3556107;150
3556206;149
3556305;858
3556354;143
3556404;267
3556453;42
3556503;35
3556602;248
3556701;82
3556800;218
3556909;95
3556958;50
3557006;184
3557105;421
3557154;319
3557204;189
3557303;74
4100103;229
4100202;1349
4100301;192
4100400;195
4100459;387
4100509;662
4100608;408
4100707;448
4100806;424
4100905;385
4101002;298
4101051;103
4101101;236
4101150;106
4101200;882
4101309;470
4101408;558
4101507;382
4101606;1360
4101655;217
4101705;493
4101804;469
4101853;240
4101903;440
4102000;970
4102109;435
4102208;138
4102307;349
4102406;445
4102505;539
4102604;171
4102703;116
4102752;148
4102802;243
4102901;1228
4103008;303
4103024;152
4103040;620
4103057;256
4103107;826
4103156;174
4103206;323
4103222;196
4103305;334
4103354;343
4103370;291
4103404;186
4103453;272
4103479;335
4103503;142
4103602;366
4103701;495
4103800;163
4103909;797
4103958;448
4104006;539
4104055;434
4104105;304
4104204;1244
4104253;275
4104303;750
4104402;1510
4104428;1513
4104451;584
4104501;419
4104600;276
4104659;650
4104709;451
4104808;2101
4104907;2532
4105003;582
4105102;372
4105201;1341
4105300;1179
4105409;960
4105508;812
4105607;403
4105706;704
4105805;198
4105904;403
4106001;536
4106100;205
4106209;299
4106308;529
4106407;635
4106456;1563
4106506;684
4106555;164
4106571;162
4106605;776
4106704;259
4106803;1478
4106852;312
4106902;435
4107009;576
4107108;243
4107124;347
4107157;309
4107207;419
4107256;420
4107306;118
4107405;192
4107504;467
4107520;139
4107538;121
4107546;326
4107553;289
4107603;716
4107652;117
4107702;234
4107736;407
4107751;130
4107801;191
4107850;239
4107900;158
4108007;246
4108106;83
4108205;276
4108304;618
4108320;322
4108403;735
4108452;235
4108502;1071
4108551;131
4108601;564
4108650;702
4108700;314
4108809;564
4108908;494
4108957;245
4109005;189
4109104;201
4109203;212
4109302;1238
4109401;3168
4109500;2017
4109609;1327
4109658;502
4109708;898
4109757;145
4109807;298
4109906;675
4110003;165
4110052;107
4110078;331
4110102;757
4110201;936
4110300;195
4110409;123
4110508;927
4110607;648
4110656;82
4110706;1000
4110805;570
4110904;190
4110953;331
4111001;207
4111100;244
4111209;254
4111258;321
4111308;129
4111407;608
4111506;432
4111555;411
4111605;97
4111704;139
4111803;603
4111902;475
4112009;1453
4112108;188
4112207;336
4112306;188
4112405;165
4112504;413
4112603;129
4112702;159
4112751;247
4112801;289
4112900;321
4112959;354
4113007;211
4113106;193
4113205;2094
4113254;559
4113304;674
4113403;345
4113429;151
4113452;361
4113502;722
4113601;241
4113700;1653
4113734;917
4113759;199
4113809;121
4113908;754
4114005;788
4114104;294
4114203;336
4114302;379
4114351;216
4114401;1055
4114500;571
4114609;745
4114708;486
4114807;476
4114906;384
4115002;232
4115101;433
4115200;487
4115309;230
4115358;284
4115408;388
4115457;510
4115507;208
4115606;640
4115705;118
4115739;395
4115754;108
4115804;329
4115853;199
4115903;222
4116000;90
4116059;324
4116109;354
4116208;685
4116307;137
4116406;186
4116505;131
4116604;129
4116703;474
4116802;555
4116901;402
4116950;208
4117008;283
4117057;1210
4117107;269
4117206;136
4117214;72
4117222;205
4117255;353
4117271;546
4117297;161
4117305;2430
4117404;176
4117453;293
4117503;171
4117602;1558
4117701;1470
4117800;818
4117909;651
4118006;205
4118105;349
4118204;826
4118303;176
4118402;1202
4118451;136
4118501;539
4118600;421
4118709;370
4118808;469
4118857;409
4118907;241
4119004;205
4119103;255
4119152;61
4119202;221
4119251;97
4119301;2002
4119400;1403
4119509;227
4119608;1664
4119657;123
4119707;356
4119806;346
4119905;2055
4119954;200
4120002;292
4120101;187
4120150;361
4120200;218
4120309;213
4120333;153
4120358;226
4120408;156
4120507;414
4120606;2247
4120655;322
4120705;113
4120804;180
4120853;114
4120903;822
4121000;915
4121109;326
4121208;447
4121257;237
4121307;168
4121356;241
4121406;353
4121505;482
4121604;425
4121703;1636
4121752;834
4121802;629
4121901;375
4122008;599
4122107;178
4122156;681
4122172;382
4122206;812
4122305;604
4122404;459
4122503;742
4122602;555
4122651;371
4122701;190
4122800;189
4122909;201
4123006;313
4123105;78
4123204;110
4123303;442
4123402;276
4123501;755
4123600;138
4123709;349
4123808;321
4123824;117
4123857;837
4123907;427
4123956;260
4124004;251
4124020;326
4124053;259
4124103;721
4124202;219
4124301;166
4124400;326
4124509;307
4124608;225
4124707;824
4124806;388
4124905;304
4125001;353
4125100;720
4125209;380
4125308;315
4125357;405
4125407;400
4125456;182
4125506;946
4125555;95
4125605;1342
4125704;852
4125753;308
4125803;323
4125902;251
4126009;228
4126108;219
4126207;678
4126256;104
4126272;152
4126306;1441
4126355;482
4126405;444
4126504;506
4126603;278
4126652;171
4126678;472
4126702;193
4126801;591
4126900;434
4127007;903
4127106;1383
4127205;321
4127304;701
4127403;801
4127502;2952
4127601;672
4127700;1197
4127809;591
4127858;504
4127882;668
4127908;699
4127957;311
4127965;939
4128005;653
4128104;1235
4128203;720
4128302;95
4128401;238
4128500;398
4128534;759
4128559;327
4128609;312
4128625;968
4128633;777
4128658;243
4128708;308
4128807;360
4200051;238
4200101;954
4200200;207
4200309;130
4200408;1319
4200507;140
4200556;77
4200606;327
4200705;733
4200754;103
4200804;232
4200903;500
4201000;590
4201109;541
4201208;234
4201257;493
4201273;133
4201307;387
4201406;302
4201505;174
4201604;94
4201653;91
4201703;113
4201802;94
4201901;207
4201950;94
4202008;45
4202057;109
4202073;147
4202081;148
4202099;93
4202107;139
4202131;536
4202156;94
4202206;388
4202305;366
4202404;519
4202438;511
4202453;35
4202503;939
4202537;64
4202578;68
4202602;1057
4202701;296
4202800;212
4202859;89
4202875;336
4202909;285
4203006;983
4203105;173
4203154;636
4203204;211
4203253;1332
4203303;499
4203402;1026
4203501;479
4203600;1718
4203709;151
4203808;1148
4203907;244
4203956;53
4204004;199
4204103;141
4204152;208
4204178;419
4204194;125
4204202;625
4204251;71
4204301;799
4204350;84
4204400;234
4204459;108
4204509;406
4204558;647
4204608;235
4204707;220
4204756;55
4204806;950
4204905;287
4205001;379
4205100;178
4205159;374
4205175;104
4205191;65
4205209;209
4205308;340
4205357;58
4205407;675
4205431;100
4205456;183
4205506;549
4205555;159
4205605;140
4205704;115
4205803;504
4205902;387
4206009;128
4206108;334
4206207;166
4206306;172
4206405;332
4206504;268
4206603;101
4206652;206
4206702;217
4206751;146
4206801;156
4206900;247
4207007;230
4207106;253
4207205;542
4207304;182
4207403;119
4207502;431
4207577;114
4207601;156
4207650;201
4207684;261
4207700;246
4207759;165
4207809;326
4207858;78
4207908;590
4208005;166
4208104;1298
4208203;289
4208302;58
4208401;282
4208450;245
4208500;337
4208609;182
4208708;431
4208807;326
4208906;531
4208955;68
4209003;242
4209102;1128
4209151;406
4209177;91
4209201;69
4209300;2638
4209409;333
4209458;65
4209508;79
4209607;272
4209706;942
4209805;294
4209854;190
4209904;198
4210001;260
4210035;117
4210050;261
4210100;1404
4210209;306
4210308;521
4210407;63
4210506;170
4210555;104
4210605;374
4210704;435
4210803;186
4210852;338
4210902;92
4211009;200
4211058;191
4211108;561
4211207;83
4211256;260
4211306;111
4211405;65
4211454;137
4211504;403
4211603;295
4211652;152
4211702;550
4211751;847
4211801;214
4211850;189
4211876;86
4211892;738
4211900;395
4212007;331
4212056;289
4212106;351
4212205;765
4212239;180
4212254;93
4212270;617
4212304;446
4212403;160
4212502;58
4212601;96
4212650;107
4212700;307
4212809;99
4212908;129
4213005;61
4213104;146
4213153;63
4213203;214
4213302;575
4213351;397
4213401;561
4213500;94
4213609;849
4213708;357
4213807;284
4213906;65
4214003;297
4214102;225
4214151;86
4214201;279
4214300;286
4214409;315
4214508;502
4214607;245
4214706;555
4214805;261
4214904;302
4215000;907
4215059;283
4215075;191
4215109;129
4215208;223
4215307;178
4215356;157
4215406;105
4215455;83
4215505;1146
4215554;81
4215604;203
4215653;150
4215679;716
4215687;120
4215695;73
4215703;344
4215752;150
4215802;496
4215901;461
4216008;162
4216057;346
4216107;368
4216206;493
4216255;164
4216305;201
4216354;152
4216404;184
4216503;1889
4216602;150
4216701;281
4216800;949
4216909;356
4217006;107
4217105;225
4217154;73
4217204;234
4217253;139
4217303;206
4217402;165
4217501;310
4217550;91
4217600;262
4217709;143
4217758;113
4217808;694
4217907;390
4217956;57
4218004;279
4218103;329
4218202;128
4218251;596
4218301;436
4218350;157
4218400;160
4218509;186
4218608;110
4218707;301
4218756;133
4218806;235
4218855;93
4218905;1021
4218954;350
4219002;255
4219101;167
4219150;351
4219176;300
4219200;347
4219309;384
4219358;370
4219408;154
4219507;377
4219606;218
4219705;294
4219853;190
4220000;63
4300001;2872
4300002;10197
4300034;1551
4300059;292
4300109;535
4300208;323
4300307;316
4300406;7800
4300455;173
4300471;265
4300505;326
4300554;115
4300570;79
4300604;72
4300638;506
4300646;94
4300661;331
4300703;242
4300802;348
4300851;518
4300877;35
4300901;342
4301008;158
4301057;119
4301073;125
4301107;426
4301206;315
4301305;2509
4301404;270
4301503;348
4301552;157
4301602;4090
4301636;102
4301651;124
4301701;261
4301750;436
4301800;515
4301859;63
4301875;1056
4301909;729
4301925;147
4301958;60
4302006;648
4302055;132
4302105;274
4302154;196
4302204;110
4302220;701
4302238;504
4302253;93
4302303;2623
4302352;89
4302378;89
4302402;102
4302451;266
4302501;1610
4302584;201
4302600;132
4302659;105
4302709;752
4302808;3047
4302907;2373
4303004;3736
4303103;44
4303202;204
4303301;261
4303400;189
4303509;1680
4303558;138
4303608;1208
4303673;538
4303707;225
4303806;276
4303905;61
4304002;221
4304101;226
4304200;944
4304309;247
4304358;934
4304408;254
4304507;3526
4304606;131
4304614;82
4304622;527
4304630;98
4304655;1008
4304663;784
4304671;413
4304689;183
4304697;74
4304705;665
4304713;294
4304804;231
4304853;83
4304903;272
4304952;236
4305009;583
4305108;1652
4305116;134
4305124;452
4305132;158
4305157;73
4305173;325
4305207;177
4305306;684
4305355;217
4305371;199
4305405;397
4305439;202
4305447;220
4305454;243
4305504;274
4305587;58
4305603;286
4305702;465
4305801;204
4305835;112
4305850;278
4305871;164
4305900;492
4305934;105
4305959;173
4305975;421
4306007;364
4306056;682
4306072;97
4306106;1359
4306130;167
4306205;155
4306304;175
4306320;361
4306353;217
4306379;601
4306403;65
4306429;226
4306452;134
4306502;1355
4306551;78
4306601;5194
4306700;114
4306734;256
4306759;108
4306767;510
4306809;140
4306908;3348
4306924;71
4306932;553
4306957;120
4306973;153
4307005;429
4307054;239
4307104;1760
4307203;286
4307302;357
4307401;830
4307450;149
4307500;784
4307559;100
4307609;52
4307708;28
4307807;184
4307815;282
4307831;418
4307864;134
4307906;361
4308003;170
4308052;143
4308078;85
4308102;95
4308201;274
4308250;169
4308300;583
4308409;579
4308433;93
4308458;651
4308508;265
4308607;168
4308656;804
4308706;204
4308805;510
4308854;185
4308904;287
4309001;857
4309050;324
4309100;239
4309126;131
4309159;218
4309209;463
4309258;147
4309308;376
4309407;298
4309506;291
4309555;49
4309571;118
4309605;230
4309654;823
4309704;134
4309753;195
4309803;349
4309902;292
4309951;307
4310009;607
4310108;137
4310207;689
4310306;118
4310330;40
4310363;74
4310405;358
4310413;114
4310439;599
4310462;158
4310504;182
4310538;173
4310553;1121
4310579;185
4310603;3407
4310652;207
4310702;213
4310751;123
4310801;63
4310850;128
4310876;339
4310900;179
4311007;2052
4311106;673
4311122;909
4311130;856
4311155;1239
4311205;1930
4311239;109
4311254;387
4311270;139
4311304;1260
4311403;91
4311429;68
4311502;2601
4311601;246
4311627;33
4311643;64
4311700;335
4311718;1683
4311734;157
4311759;1391
4311775;622
4311791;82
4311809;650
4311908;230
4311981;338
4312005;99
4312054;125
4312104;312
4312138;238
4312153;47
4312179;115
4312203;208
4312252;424
4312302;132
4312351;82
4312377;550
4312385;70
4312401;425
4312427;146
4312443;166
4312450;245
4312476;88
4312500;1977
4312609;111
4312617;1194
4312625;111
4312658;362
4312674;155
4312708;469
4312757;149
4312807;76
4312906;212
4312955;94
4313003;103
4313011;98
4313037;191
4313060;62
4313086;103
4313102;315
4313201;291
4313300;260
4313334;255
4313359;149
4313375;218
4313391;193
4313409;224
4313425;219
4313441;75
4313466;80
4313490;123
4313508;664
4313607;182
4313656;949
4313706;1421
4313805;144
4313904;491
4313953;841
4314001;122
4314027;338
4314035;57
4314050;109
4314068;305
4314076;265
4314100;784
4314134;150
4314159;172
4314175;1374
4314209;604
4314308;415
4314407;1610
4314423;85
4314456;68
4314464;438
4314472;478
4314498;105
4314506;2248
4314548;105
4314555;294
4314605;3538
4314704;229
4314753;68
4314779;504
4314787;100
4314803;160
4314902;495
4315008;251
4315057;106
4315073;114
4315107;281
4315131;105
4315149;50
4315156;256
4315172;172
4315206;205
4315305;3140
4315313;269
4315321;543
4315354;223
4315404;304
4315453;123
4315503;969
4315552;236
4315602;2709
4315701;2051
4315750;240
4315800;209
4315909;83
4315958;295
4316006;296
4316105;419
4316204;252
4316303;349
4316402;4344
4316428;78
4316436;222
4316451;508
4316477;94
4316501;99
4316600;504
4316709;976
4316733;200
4316758;87
4316808;734
4316907;1781
4316956;140
4316972;955
4317004;1421
4317103;6946
4317202;489
4317251;74
4317301;5196
4317400;2414
4317509;679
4317558;126
4317608;1050
4317707;1711
4317756;203
4317806;468
4317905;367
4317954;126
4318002;3617
4318051;79
4318101;2508
4318200;3265
4318309;5052
4318408;936
4318424;171
4318432;78
4318440;126
4318457;98
4318465;103
4318481;64
4318499;78
4318507;1072
4318606;335
4318614;55
4318622;1174
4318705;103
4318804;2036
4318903;1296
4319000;256
4319109;171
4319125;670
4319158;1228
4319208;486
4319307;224
4319356;35
4319364;80
4319372;108
4319406;874
4319505;113
4319604;2205
4319703;154
4319711;92
4319737;107
4319752;32
4319802;1173
4319901;138
4320008;58
4320107;353
4320206;301
4320230;119
4320263;246
4320305;176
4320321;147
4320354;282
4320404;163
4320453;100
4320503;440
4320552;252
4320578;129
4320602;168
4320651;119
4320677;510
4320701;128
4320800;1215
4320859;95
4320909;238
4321006;180
4321105;805
4321204;458
4321303;350
4321329;77
4321352;610
4321402;337
4321436;142
4321451;179
4321469;114
4321477;236
4321493;203
4321501;162
4321600;143
4321626;81
4321634;149
4321667;251
4321709;185
4321808;421
4321832;217
4321857;181
4321907;269
4321956;268
4322004;818
4322103;181
4322152;217
4322186;135
4322202;2253
4322251;59
4322301;308
4322327;254
4322343;126
4322350;131
4322376;602
4322400;5702
4322509;2124
4322525;330
4322533;328
4322541;45
4322558;65
4322608;772
4322707;310
4322806;289
4322855;114
4322905;268
4323002;1497
4323101;193
4323200;238
4323309;108
4323358;152
4323408;181
4323457;508
4323507;78
4323606;119
4323705;90
4323754;258
4323770;64
4323804;61
5000203;7782
5000252;4398
5000609;4194
5000708;2911
5000807;3416
5000856;1284
5000906;1096
5001003;2751
5001102;17087
5001243;1654
5001508;3100
5001904;2392
5002001;1827
5002100;4946
5002159;2592
5002209;5373
5002308;5804
5002407;2116
5002605;6238
5002704;8083
5002803;2943
5002902;3659
5002951;3252
5003108;2640
5003157;1024
5003207;64438
5003256;4159
5003306;6392
5003454;829
5003488;2432
5003504;280
5003702;4062
5003751;1013
5003801;315
5003900;4880
5004007;493
5004106;1225
5004304;2957
5004403;5761
5004502;1343
5004601;2064
5004700;2003
5004809;417
5004908;2913
5005004;2126
5005103;1933
5005152;1569
5005202;354
5005251;1726
5005400;5398
5005608;5471
5005681;478
5005707;3190
5005806;3909
5006002;4025
5006200;4771
5006259;849
5006275;5061
5006309;5404
5006358;1307
5006408;3554
5006606;5359
5006903;17505
5007109;17315
5007208;3984
5007307;1829
5007406;8173
5007505;1568
5007554;6142
5007695;3850
5007703;839
5007802;3255
5007901;5267
5007935;4186
5007950;1784
5007976;1052
5008008;2846
5008305;10217
5008404;312
5100102;1014
5100201;7511
5100250;8953
5100300;5399
5100359;2240
5100409;3866
5100508;1845
5100607;1440
5100805;20493
5101001;6423
5101209;688
5101258;1610
5101308;416
5101407;25108
5101605;11428
5101704;5982
5101803;9079
5101852;4274
5101902;15959
5102504;24593
5102603;5982
5102637;9435
5102678;5395
5102686;6787
5102694;3453
5102702;10882
5102793;2416
5102850;3910
5103007;6451
5103056;3850
5103106;16516
5103205;3104
5103254;27946
5103304;21518
5103353;5802
5103361;2684
5103379;9421
5103403;3267
5103437;359
5103452;1279
5103502;8192
5103601;2224
5103700;11679
5103809;888
5103858;16934
5103908;3710
5103957;834
5104104;4735
5104203;5044
5104500;593
5104526;3467
5104542;2898
5104559;4530
5104609;8660
5104807;2397
5104906;1297
5105002;1358
5105101;22622
5105150;26190
5105176;2779
5105200;2720
5105234;1765
5105259;3675
5105309;4243
5105507;13420
5105580;12274
5105606;5219
5105622;1080
5105903;3912
5106000;1354
5106109;5440
5106158;9593
5106174;4038
5106182;4793
5106190;2376
5106208;3279
5106216;5955
5106224;9532
5106232;1368
5106240;12500
5106257;5530
5106265;5791
5106273;898
5106281;5231
5106299;4796
5106307;24162
5106315;4394
5106372;4049
5106422;14401
5106455;2442
5106505;17025
5106653;2737
5106703;687
5106752;8567
5106778;3972
5106802;6862
5106828;5811
5106851;2057
5107008;6874
5107040;5482
5107065;17786
5107107;1288
5107156;1342
5107180;11355
5107198;626
5107206;562
5107248;3855
5107263;1174
5107297;448
5107305;4533
5107354;7460
5107404;344
5107578;12671
5107602;4687
5107701;7170
5107743;5652
5107750;1755
5107768;4735
5107776;6467
5107792;3405
5107800;9442
5107859;16713
5107875;13624
5107883;1500
5107909;3942
5107925;9348
5107941;8448
5107958;11601
5108006;4489
5108055;2432
5108105;4286
5108204;2398
5108303;4582
5108352;1888
5108402;943
5108501;2954
5108600;7431
5108808;1114
5108857;1936
5108907;11556
5108956;5151
5200050;147
5200100;1045
5200134;1566
5200159;115
5200175;2029
5200209;453
5200258;192
5200308;848
5200506;102
5200555;504
5200605;2594
5200803;1259
5200829;1343
5200852;134
5200902;409
5201108;934
5201207;56
5201306;975
5201405;279
5201454;602
5201504;2900
5201603;149
5201702;665
5201801;219
5202155;2194
5202353;1075
5202502;3055
5202601;565
5202809;169
5203104;1785
5203203;1093
5203302;1276
5203401;1900
5203500;1405
5203559;123
5203575;1628
5203609;123
5203807;1463
5203906;895
5203939;200
5203962;247
5204003;1127
5204102;1655
5204201;423
5204250;528
5204300;2251
5204409;8635
5204508;1608
5204557;250
5204607;274
5204656;1974
5204706;1067
5204805;2463
5204854;160
5204904;732
5204953;442
5205000;419
5205059;298
5205109;3818
5205208;205
5205307;6954
5205406;214
5205455;416
5205471;2185
5205497;391
5205513;1789
5205521;1708
5205703;456
5205802;1062
5205901;1882
5206206;6164
5206305;225
5206404;4661
5206503;364
5206602;572
5206701;416
5206800;84
5206909;481
5207105;687
5207253;3222
5207352;604
5207402;1462
5207501;302
5207535;1946
5207600;1274
5207808;424
5207907;3709
5208004;5814
5208103;844
5208152;589
5208301;831
5208400;169
5208509;569
5208608;1547
5208707;729
5208806;213
5208905;3108
5209101;2470
5209150;825
5209200;517
5209291;205
5209408;1227
5209457;596
5209606;230
5209705;954
5209804;580
5209903;1550
5209937;692
5209952;956
5210000;615
5210109;4369
5210158;241
5210208;1026
5210307;577
5210406;1457
5210562;147
5210604;240
5210802;2091
5210901;956
5211008;2044
5211206;1276
5211305;3434
5211404;384
5211503;2454
5211602;1258
5211701;864
5211800;1850
5211909;7174
5212006;527
5212055;122
5212105;445
5212204;4085
5212253;459
5212303;473
5212501;3961
5212600;467
5212709;854
5212808;1688
5212907;222
5212956;1151
5213004;388
5213053;1387
5213087;2861
5213103;9039
5213400;454
5213509;3120
5213707;2904
5213756;1870
5213772;1333
5213806;2846
5213855;283
5213905;684
5214002;1734
5214051;2147
5214101;956
5214408;282
5214507;204
5214606;9843
5214705;212
5214804;304
5214838;7302
5214861;413
5214879;628
5214903;2136
5215009;123
5215207;653
5215231;195
5215256;1243
5215306;1973
5215405;209
5215504;414
5215603;3142
5215652;1321
5215702;1540
5215801;59
5215900;388
5216007;434
5216304;1154
5216403;3779
5216452;1030
5216809;531
5216908;907
5217104;2381
5217203;2048
5217302;2205
5217401;1073
5217609;2551
5217708;1437
5218003;4821
5218052;604
5218102;557
5218300;2071
5218391;349
5218508;3789
5218607;268
5218706;159
5218789;243
5218805;8387
5218904;748
5219001;509
5219100;138
5219209;1109
5219258;1169
5219308;1141
5219357;807
5219407;1356
5219456;956
5219506;164
5219605;795
5219704;1202
5219712;452
5219738;133
5219753;946
5219803;3334
5219902;416
5220009;3327
5220058;288
5220108;829
5220157;586
5220207;6149
5220264;538
5220280;172
5220405;414
5220454;248
5220504;5527
5220603;2349
5220686;348
5220702;1611
5221007;204
5221080;775
5221197;107
5221304;282
5221403;710
5221452;799
5221502;479
5221551;935
5221577;1153
5221601;2142
5221700;523
5221809;627
5221858;61
5221908;519
5222005;954
5222054;737
5222203;1060
5222302;2182
5300108;5761